bank_name,subcategory,total_hits,total_documents,raw_base_score,doc_score,doc_normalized_score,normalized_base_score,normalized_doc_scaled_score,log_transformed,clipped_score,log_scaled_score,clipped_scaled_score
truist_financial_corporation,Analog,8353,60,100.0,16965.0,282.75,5.0,2.2679074144687204,5.648093568795613,282.75,3.913729012190956,2.464940335187737
truist_financial_corporation,Analytics,4720,59,100.0,11860.0,201.01694915254237,5.0,2.089063659381628,5.308351600576989,201.01694915254237,3.8107361417761965,2.164555210657859
truist_financial_corporation,Data,1081,52,75.0,1130.0,21.73076923076923,3.75,1.5955642428609136,3.123719479384616,21.73076923076923,3.341515339830835,2.004741429498548
truist_financial_corporation,Technology,541,49,75.0,320.0,6.530612244897959,4.0,1.344644004528348,2.0189763459299006,6.530612244897959,2.860316700173707,1.6615284550302207
u.s._bancorp,Analog,9100,55,100.0,27195.0,494.45454545454544,5.0,3.2640913553057898,6.205475614858919,494.45454545454544,4.457286727027447,3.615931345686714
u.s._bancorp,Analytics,7360,55,100.0,26825.0,487.72727272727275,5.0,3.7168654880329552,6.191804609404615,487.72727272727275,4.642247239930897,3.90519276214007
u.s._bancorp,Data,1026,54,100.0,2075.0,38.425925925925924,5.0,2.0682246746421837,3.674423618329205,38.425925925925924,3.838164466867202,2.8021390630670586
u.s._bancorp,Technology,305,50,100.0,620.0,12.4,5.0,1.654392803598201,2.5952547069568657,12.4,3.3913086858541663,2.256077153988631
umb_financial_corporation,Analog,4317,56,100.0,10380.0,185.35714285714286,5.0,1.8096215518310457,5.22766495552147,185.35714285714286,3.5037279762817146,1.935436810274957
umb_financial_corporation,Analytics,2897,56,100.0,8865.0,158.30357142857142,5.0,1.8465578664263487,5.070811636178634,158.30357142857142,3.5871621489561174,1.9052394375458075
umb_financial_corporation,Data,583,55,100.0,1275.0,23.181818181818183,5.0,1.6366452243851857,3.1856010359833284,23.181818181818183,3.3973228395225967,2.0740467388697486
umb_financial_corporation,Technology,229,50,100.0,425.0,8.5,5.0,1.448575712143928,2.2512917986064953,8.5,3.0743758283026352,1.8610206297502714
valley_national_bancorp,Analog,4104,55,100.0,7775.0,141.36363636363637,5.0,1.602608402558102,4.9583846037523776,141.36363636363637,3.2411263842646125,1.696253799888313
valley_national_bancorp,Analytics,2708,55,100.0,7795.0,141.72727272727272,5.0,1.7524457012213466,4.960935625543983,141.72727272727272,3.4837462101899814,1.8046036193990438
valley_national_bancorp,Data,482,54,95.0,1010.0,18.703703703703702,4.75,1.5098642925592753,2.9808066233373154,18.703703703703702,3.212630263110343,1.8601620804086942
valley_national_bancorp,Technology,253,35,15.0,15.0,0.42857142857142855,1.6,1.0226172627971728,0.35667494393873234,0.42857142857142855,1.3286459279626361,1.0434128048613582
webster_financial_corporation,Analog,7472,56,100.0,19045.0,340.0892857142857,5.0,2.537719644928855,5.832144277949986,340.0892857142857,4.093214848860018,2.7766814093525585
webster_financial_corporation,Analytics,5382,55,100.0,18215.0,331.1818181818182,5.0,2.8280765040892897,5.805682464139582,331.1818181818182,4.278826836329305,2.954794836811629
webster_financial_corporation,Data,742,48,95.0,1165.0,24.270833333333332,4.75,1.6674765835110823,3.229650898036159,24.270833333333332,3.437048935601225,2.126060512720122
webster_financial_corporation,Technology,329,46,85.0,270.0,5.869565217391305,4.4,1.309758164396063,1.9271008170978172,5.869565217391305,2.7756611364925514,1.5945666752751235
wells_fargo_&_company,Analog,9898,58,100.0,36095.0,622.3275862068965,5.0,3.865802902830625,6.435072201149082,622.3275862068965,4.6811888004070505,4.311148919192835
wells_fargo_&_company,Analytics,9282,59,100.0,39935.0,676.8644067796611,5.0,4.790694183273855,6.518947277939229,668.0592075125974,4.950155817804733,5.0
wells_fargo_&_company,Data,694,44,75.0,2460.0,55.90909090909091,3.75,2.563194590812137,4.041455098301728,55.90909090909091,4.169169540612544,3.637173716494896
wells_fargo_&_company,Technology,343,44,75.0,810.0,18.40909090909091,4.0,1.9715142428785608,2.9657415598703087,18.40909090909091,3.732681124941478,2.8647772997265237
western_alliance_bancorporation,Analog,5115,64,100.0,8500.0,132.8125,5.0,1.5623706990970234,4.896439566349901,132.8125,3.1807177234299813,1.649763153865743
western_alliance_bancorporation,Analytics,3502,64,100.0,9365.0,146.328125,5.0,1.7785671036512385,4.992662242106006,146.328125,3.513607485792211,1.8325357012818366
western_alliance_bancorporation,Data,538,59,100.0,945.0,16.016949152542374,5.0,1.4337989647860647,2.834209856345955,16.016949152542374,3.080422874053588,1.7318367367060508
western_alliance_bancorporation,Technology,270,50,100.0,250.0,5.0,5.0,1.2638680659670165,1.791759469228055,5.0,2.6509554804933106,1.5064827233825127
wintrust_financial_corporation,Analog,4102,58,100.0,4420.0,76.20689655172414,5.0,1.2960108389651062,4.346488786612281,76.20689655172414,2.6444069627622877,1.3420109486736058
wintrust_financial_corporation,Analytics,1885,57,100.0,3460.0,60.70175438596491,5.0,1.2924221998735663,4.122312364639432,60.70175438596491,2.6944291309056023,1.3126922780328154
wintrust_financial_corporation,Data,703,47,85.0,385.0,8.191489361702128,4.25,1.212250567777096,2.218277986534052,8.191489361702128,2.5249485207243896,1.3580754577471188
wintrust_financial_corporation,Technology,264,47,85.0,135.0,2.872340425531915,4.4,1.1515837825767967,1.3538590853667367,2.872340425531915,2.247467149016855,1.2909581602410178
